crop_name,soil_type,crop_age_days,day_of_year,temperature_C,humidity_%,rainfall_mm,effective_rainfall_mm,solar_radiation_MJ_m2_day,wind_speed_m_s,field_capacity_%,wilting_point_%,soil_moisture_%,reference_evapotranspiration_ET0_mm_day,crop_coefficient_Kc,application_efficiency_%,root_zone_depth_m,available_water_content_mm_per_m,irrigation_interval_days,p_fraction,irrigate,irrigation_amount_m3
Maize,Clayey,28,188,37.6,45.97,0.51,0.22,5.58,2.14,43.61,18.5,20.18,2,0.855,62.56,0.455,110.61,9,0.494,1,693.0733
Rice,Clayey,36,57,25.35,79.7,1.76,1.32,15.04,2,41.63,23.24,35.91,2.887,1.048,82.36,0.319,155.52,5,0.394,0,0
Maize,Silty,116,113,34.49,35.71,0.86,0.84,6.32,1.46,29.34,15.42,23.76,2.469,0.54,85.31,0.729,80.59,5,0.313,1,192.0538
Rice,Loamy,64,223,21.95,42.89,1.64,0.96,7.08,4.52,31.62,16.59,25.53,2.272,1.118,74,0.441,147.68,9,0.35,1,152.2598
Tomato,Silty,18,70,23.55,78.06,0.24,0.2,6.4,2.53,32.08,15.62,31.82,2,0.678,62.28,0.441,154.82,2,0.324,0,0
Tomato,Clayey,89,227,18.79,48.18,4.22,3.06,29.02,2.89,36.36,24.92,35.2,2.829,0.786,77.47,0.91,106.99,6,0.345,0,0
Wheat,Loamy,35,256,19.81,62.08,0.25,0.14,26.11,1.74,39.38,16.12,25.2,2,0.93,61.65,0.533,179.81,9,0.536,1,534.9819
Tomato,Loamy,68,180,30.11,51.27,5.46,4.75,15.98,4.83,38.75,16.34,22.86,2.259,0.949,84.48,1.056,129.83,2,0.524,1,769.9259
Tomato,Clayey,78,184,26.75,62.95,3.26,1.37,11.2,3.25,40.64,23.47,28.79,2.004,0.871,77.55,0.763,116.94,2,0.312,1,413.764
Tomato,Clayey,39,191,20.32,52.53,1.62,0.89,6.81,0.5,38.44,21.89,33.87,2,0.93,86.13,0.847,98.5,1,0.494,0,0
Maize,Silty,90,232,24.27,94.62,6.04,2.79,15.78,1.71,29.5,16.56,26.37,2,0.82,71.37,0.589,95.54,4,0.386,0,0
Tomato,Clayey,8,276,23.58,53.24,0.62,0.55,20.01,5,39.79,21.97,27.64,2.168,0.468,67.5,0.501,100.66,2,0.499,1,399.264
Tomato,Loamy,88,233,37.71,70.76,0.92,0.59,24.93,4.89,38.46,18.49,27.21,3.477,0.793,88.16,0.443,133.61,8,0.319,1,200.7939
Wheat,Sandy,80,54,34.63,87.74,0.44,0.2,6.29,2.95,25.28,11.23,23.12,2.432,0.72,87.02,0.936,133.66,5,0.504,0,0
Tomato,Clayey,84,257,23.92,71.47,1.44,1.42,15.45,3.04,36.27,18.39,25.8,2.098,0.824,61.98,0.92,133.05,1,0.485,1,689.8299
Tomato,Clayey,15,90,36.02,66.78,12.97,8.33,29.42,4.56,44.53,19.31,39.49,3.167,0.615,85.9,0.743,165.95,7,0.305,0,0
Rice,Silty,7,226,22.88,67,0.53,0.23,8.02,3.69,27.77,15.67,25.3,2,0.557,87.84,1.003,80.15,9,0.442,0,0
Wheat,Silty,17,247,30.36,62.27,5.33,3.34,15.01,4.69,33.28,17,29.75,2.584,0.726,73.6,1.022,106.69,4,0.424,0,0
Wheat,Clayey,86,151,37.23,82.49,3.17,1.96,11.88,2.66,43.3,24.85,35.91,2.082,0.654,86.78,0.698,168.57,2,0.366,1,249.2595
Wheat,Loamy,86,113,23.98,33.28,0.05,0.02,8.35,4.89,30.56,17,27.96,2,0.654,73.42,0.886,89.99,2,0.429,0,0
Wheat,Loamy,118,269,30.64,87.53,8.7,7.24,25.97,2.93,39.14,17.34,24.03,3.066,0.45,61.72,1.121,99.47,7,0.505,1,1238.7818
Wheat,Sandy,64,157,21.81,68.11,10.63,9.65,22.43,3.4,28.71,8.12,18.14,2,0.896,76.39,0.373,112.67,10,0.565,1,34.882
Wheat,Clayey,12,347,21.13,85.18,7.77,6.94,15.29,0.87,40.04,24.46,35.08,2,0.586,88.08,0.311,161.26,3,0.51,0,0
Maize,Silty,82,351,28.21,30.68,2.09,1.2,14.23,3.25,27.61,17.58,25.37,2.674,0.908,76.02,0.726,138.39,6,0.315,0,0
Tomato,Loamy,56,299,37.52,86.5,0.75,0.36,25.69,3.95,30.08,15.39,17.32,2.941,1.042,64.17,0.599,135.57,9,0.52,1,456.0617
Wheat,Sandy,46,159,25.42,37.81,1.49,1.4,7.27,2.48,24.77,8.74,14.33,2,1.018,73.19,0.378,172.5,6,0.388,1,201.6011
Tomato,Clayey,47,330,36.57,76.88,2.86,1.78,8.67,2.76,37.26,20.08,25.98,3.3,0.99,63.19,0.435,128.73,7,0.408,1,307.5522
Tomato,Loamy,79,225,36.03,57.07,1.43,1.21,27.66,2.27,34.81,16.95,18.77,3.785,0.863,77.56,0.532,174.7,4,0.502,0,0
Maize,Clayey,101,14,20.84,74.27,3.69,2.08,25.43,4.86,44.22,24.2,29.21,3.456,0.699,78.74,0.389,93.41,7,0.348,1,326.9674
Wheat,Clayey,16,355,24.24,70.83,4.76,3.02,24.37,2.64,42.48,22.62,34.24,2.28,0.698,79.92,0.587,119.98,10,0.326,1,250.7156
Rice,Loamy,69,109,29.8,40.62,0.7,0.38,20.6,1.07,32.04,18.01,25.55,3.291,1.073,61.59,0.42,162.23,2,0.375,1,183.0575
Maize,Loamy,2,96,26.92,63.45,1.56,1.04,12.31,0.63,31.47,17.26,31.27,2,0.34,85.44,0.862,95.03,8,0.572,0,0
Rice,Loamy,116,195,17.21,48.02,9.49,3.99,28.37,3.98,34.62,18.45,19.44,2.741,0.63,87.5,0.927,97.56,2,0.437,1,627.2317
Tomato,Clayey,92,58,37.86,66.43,0.86,0.5,17.3,2.96,43.35,20.24,30.83,3.166,0.762,68.6,0.998,118.17,5,0.494,1,762.7083
Tomato,Clayey,105,352,32.31,77.97,1.28,0.58,12.02,0.51,35.41,18.33,35.14,3.237,0.63,83.49,1.083,172.87,4,0.419,0,0
Maize,Sandy,54,294,25.07,35.28,0.11,0.08,14.14,2.22,28.75,11.4,13.56,2.42,1.099,74.5,0.303,98.19,4,0.535,0,0
Maize,Silty,27,154,29.22,63.52,1.21,0.56,5.42,4.61,27.48,12.19,13.59,2,0.835,75.93,0.459,175.56,6,0.449,1,341.3312
Rice,Clayey,31,64,17.01,70.15,1.39,0.97,11.38,4.76,40.29,18.96,27.18,2.096,1.008,67.28,1.033,147.2,5,0.42,0,0
Wheat,Silty,41,158,26.39,49.2,0.32,0.27,9.7,0.74,29.17,15.1,26.68,2.895,0.978,86.84,0.327,127.12,2,0.327,1,10.5841
Rice,Loamy,36,265,36.41,91.95,0,0,8.39,1.06,32.29,15.99,27.63,2.668,1.048,88.75,0.899,81.77,3,0.422,0,0
Maize,Clayey,47,121,35.62,63.82,2.57,1.53,5.8,0.52,35.2,22.1,33.72,2,1.039,79.64,0.463,132.47,5,0.537,1,5.3657
Rice,Sandy,43,288,22.76,41.86,1.08,0.82,10.67,4.41,22,14.15,16.16,2,1.104,64.55,0.756,121.57,4,0.52,1,272.8229
Maize,Sandy,65,11,27.22,37.01,0.05,0.03,7.59,0.82,26.04,11.89,17.15,2,1.095,76.04,1.166,159.08,6,0.541,0,0
Rice,Silty,50,214,31.04,65.21,5.9,3.39,6.13,0.99,30.05,13.29,23.73,2,1.16,69.07,0.884,135.92,6,0.368,1,322.9745
Maize,Loamy,93,162,22.82,54.39,2.63,2.42,8.43,1.52,39.69,19.84,27.36,2.011,0.787,73.53,0.631,177.38,9,0.59,1,363.9695
Maize,Silty,1,105,16.49,42.52,0.56,0.49,10.06,4.63,28.21,16.66,24.81,2.248,0.32,80.24,0.92,91.19,1,0.504,0,0
Maize,Loamy,72,147,26.63,32,6.01,3.28,15.4,3.6,31.19,18.9,19.6,2.944,1.018,62.12,0.305,171.5,9,0.521,1,216.0669
Wheat,Sandy,57,182,28.84,66.83,0.88,0.72,19.59,3.28,22.86,10.02,16.62,2.601,0.973,66.1,1.155,117.96,4,0.31,1,398.6834
Rice,Silty,16,338,15.13,68.91,0.77,0.38,13.06,4.03,30.07,14.35,26.01,2,0.758,82.5,0.61,130.74,9,0.355,0,0
Rice,Sandy,28,37,17.2,39.22,6.75,4.42,8.53,3.62,21.18,12.15,17.09,2,0.984,61.15,1.182,165.32,8,0.48,0,0
Rice,Sandy,86,82,19.77,69.11,0.59,0.29,28.51,3.86,22.14,11.11,19.1,2,0.918,78.06,0.909,148.48,6,0.38,0,0
Maize,Loamy,82,12,23.01,91.88,6.34,4.22,17.87,0.83,32.31,19.29,26.91,2,0.908,68.02,0.559,174.62,4,0.511,0,0
Rice,Silty,22,4,27.44,93.59,4.87,2.13,23.55,3.15,28.38,17.32,17.33,2.53,0.893,87.07,0.854,178.47,4,0.527,1,439.5339
Rice,Silty,41,43,21.76,87.75,1.11,1.02,22.36,3.89,28.26,13.08,16.96,3.462,1.088,84.99,0.642,144.15,4,0.363,1,397.2479
Maize,Sandy,76,51,21.35,82.46,0.11,0.09,12.12,3.05,25.77,11.89,13.87,2,0.974,87.58,0.879,135.98,4,0.408,1,441.6368
Tomato,Sandy,19,261,35,43.61,0.26,0.16,19,0.55,26.19,10.11,20.86,2.711,0.699,62.82,1.012,105.3,2,0.576,0,0
Maize,Loamy,89,134,18.34,40.17,0.35,0.22,20.05,1.45,33.2,16.19,18.54,2.504,0.831,89.84,0.724,107.55,10,0.577,0,0
Rice,Clayey,50,87,26.4,58.92,6.64,6.31,13.79,4.83,44.28,22.78,27.93,2.934,1.16,64.3,0.5,105.38,2,0.597,1,585.6306
Maize,Clayey,59,362,36.91,70.28,1.55,1.49,21.77,3.67,42.56,19.36,25.47,2.337,1.141,86.1,1.183,158.48,5,0.569,1,923.5278
Tomato,Sandy,69,56,29.38,85.29,0.1,0.08,24.77,3.6,26.62,13.34,15.16,2.524,0.941,71.28,0.671,141.55,6,0.314,1,402.332
Maize,Clayey,34,217,31.5,45.08,2.44,1.68,14.11,3.47,38.42,19.1,34.17,2,0.929,88.65,0.459,153.58,10,0.518,1,13.6017
Rice,Clayey,39,68,24.92,61.18,0.7,0.52,5.37,1.08,41.97,22.28,33.4,2.271,1.072,60.03,0.965,161.62,2,0.416,1,503.7121
Tomato,Clayey,74,352,15.46,72.08,0.8,0.51,13.73,0.52,40.76,19.28,24.55,2,0.902,80.68,0.89,169.34,1,0.469,1,615.0979
Wheat,Clayey,111,44,29.86,58.96,0.53,0.26,7.92,2.48,37.62,22.37,28.86,2,0.45,89.87,1.035,94.7,3,0.497,1,421.6963
Rice,Sandy,7,143,29.53,59.52,4.31,3.04,8.89,2.5,26.14,11.88,17.79,2,0.557,80.82,0.302,167.51,4,0.471,1,142.3572
Tomato,Clayey,101,346,17.54,44.63,0,0,14.15,4.15,42.68,23.7,41.23,2,0.63,81.2,0.613,144.57,4,0.351,0,0
Tomato,Clayey,111,42,25.63,94.13,1.73,0.94,10.19,1.32,37.77,19.1,26.66,2.342,0.63,80.02,0.583,171.8,9,0.333,0,0
Wheat,Loamy,52,139,36.05,60.89,0.27,0.19,28.37,1.74,32.01,16.41,19.86,2.872,1.028,89.38,1.131,172.87,6,0.362,1,608.6515
Maize,Sandy,60,73,19.72,64.63,2.41,1.4,21.32,0.85,29.48,8.96,27.53,2,1.15,81.53,0.615,122.66,3,0.385,0,0
Maize,Silty,52,267,25.61,44.21,1.27,0.83,17.96,2.3,33.79,13.22,22.35,2,1.082,74.91,0.775,151.42,10,0.521,1,528.3973
Rice,Silty,79,194,25.61,63.42,0.09,0.03,5.24,1.65,28.48,12.76,23.7,2,0.982,67.43,0.303,162.59,9,0.413,0,0
Wheat,Loamy,106,155,33.65,46.6,1.85,1.71,7.59,1.68,31.03,15.48,16.48,2.331,0.45,83.31,1.027,105.75,2,0.328,0,0
Maize,Loamy,24,246,33.97,43.15,2.54,2.35,24.71,1.64,33.43,17.62,27.57,2.04,0.776,64.83,0.403,128.6,8,0.382,0,0
Wheat,Sandy,26,314,32.46,47.92,0.85,0.67,14.74,1.54,22.01,14.53,17,2.992,0.858,61.86,1.094,105.93,5,0.307,1,406.169
Maize,Silty,90,218,23.41,30.18,4.35,3.02,6.14,1.94,30.86,17.31,20.91,2,0.82,82.89,0.962,88.85,9,0.552,1,499.9919
Tomato,Clayey,110,253,16.66,67.06,1.39,1.27,25.64,2.92,36.49,19,31.27,2.563,0.63,71.07,0.801,149.8,7,0.553,0,0
Maize,Loamy,90,277,23.04,55.19,4.15,3.74,12.57,2.47,38.47,17.84,31.14,2,0.82,66.36,0.974,137.23,9,0.491,0,0
Wheat,Silty,10,277,30.64,88.41,2.6,1.34,14.66,0.79,34.39,12.88,23.52,2,0.53,83.01,1.014,120,10,0.518,0,0
Tomato,Sandy,17,72,31.16,32.65,6.1,5.53,29.36,2.42,20.26,14.42,18.42,3.383,0.657,86.03,0.977,101.26,1,0.535,1,13.8154
Tomato,Clayey,117,129,37.2,32.81,2.38,2.04,5.39,4.31,41.99,23.65,31.15,2.777,0.63,63.16,0.895,98.95,8,0.469,1,653.4671
Tomato,Sandy,78,358,25.43,87.58,0.62,0.25,23.03,0.95,22.96,8.02,17.79,2.659,0.871,72.45,1.093,107.95,3,0.541,0,0
Wheat,Loamy,2,186,29.55,38.23,5.19,5.01,28.72,4.75,34.83,19.95,27.93,2.871,0.306,60.71,0.681,178.21,8,0.4,0,0
Rice,Silty,112,13,27.4,30.14,4.58,2.28,6.6,1.89,34.08,12.43,22.81,2,0.63,84.83,0.81,176.26,2,0.485,1,370.5395
Rice,Silty,77,329,18.46,41.63,10.77,7.65,26.65,0.57,26.88,13.87,17.54,2.701,1,60.25,1.172,164.48,2,0.468,1,676.6452
Rice,Silty,27,220,25.61,83.55,0.29,0.28,15.41,1.64,33.3,16.95,20.34,2.339,0.976,71.72,0.635,86.84,4,0.365,1,435.8294
Wheat,Silty,73,6,27.53,82.18,2.68,2.59,26.95,0.81,26.85,15.2,16.48,3.086,0.797,87.08,0.976,163.19,10,0.543,1,449.3596
Tomato,Clayey,71,239,36.87,52.11,2.03,1.09,12.71,3.05,40.02,20.9,23.5,3.286,0.926,77.5,0.653,155.56,5,0.34,1,551.2033
Rice,Clayey,48,112,23.43,73.42,3.33,2.85,29.57,1.92,40.36,20.05,31.16,2.462,1.144,84.09,0.723,173.86,10,0.393,1,327.1973
Wheat,Sandy,74,228,37.54,62.97,11.76,7.23,21.18,4.13,25.32,12.8,19.65,4.194,0.786,64.05,0.602,126.69,2,0.456,0,0
Rice,Clayey,120,17,27.47,88.81,2.28,1.52,20.68,3.8,35.63,24.77,26.33,2.553,0.63,63.44,0.438,131.49,3,0.466,0,0
Maize,Loamy,118,73,20.58,33.67,3.47,2.85,25.15,2.61,31.65,16.8,19.49,2.026,0.54,70.63,1.175,136.77,5,0.53,1,858.9864
Rice,Loamy,9,12,19.41,82.86,1.28,1.14,15.91,3.02,34.71,15.2,23.18,2.075,0.602,80.19,0.703,134.6,3,0.321,1,448.0758
Rice,Silty,86,86,18.26,41.09,1.07,0.78,11.47,3.24,30.48,17.22,25.27,2,0.918,64.9,0.551,111.37,3,0.502,1,24.4253
Tomato,Loamy,23,180,25.42,55.46,1.23,1,11.57,1.72,39.01,16.63,22.94,2,0.783,61.97,0.882,96.14,4,0.468,1,913.3007
Wheat,Sandy,71,122,15.5,42.48,0.12,0.06,13.27,1.13,25.59,13.44,17.76,2,0.819,89.27,0.4,151.18,5,0.384,1,123.6651
Tomato,Clayey,112,204,25.24,75.67,1.01,0.7,20.43,2.19,37.53,21.7,31.75,2.296,0.63,68.72,0.789,171.26,3,0.599,0,0
Tomato,Clayey,73,70,37.73,74.09,0.57,0.51,25.96,0.93,38.67,20.65,29.7,3.785,0.91,78.73,0.817,146.64,1,0.556,0,0
Tomato,Clayey,27,108,30.41,65.61,1.83,1.67,17.49,1.92,35.94,20.85,27.71,3.018,0.84,79.79,0.476,162.91,3,0.304,1,213.6568
Tomato,Loamy,88,201,32.48,75.38,1.85,1.53,15.09,2.99,31.61,16.51,23.83,3.295,0.793,61.16,1.164,132.13,5,0.524,1,549.355
Tomato,Clayey,93,52,17.74,71.57,4.35,2.15,24.85,2.93,38.3,21.01,31.96,2.477,0.754,76.98,0.835,130.51,6,0.496,0,0
Rice,Silty,81,37,25.88,80.47,2.09,1.53,12.24,1.04,34.17,15.79,19.66,2.102,0.964,66.01,0.5,178.55,8,0.449,1,414.0316
Tomato,Silty,84,117,21.58,45.56,1.87,0.8,22.23,0.54,34.74,15.54,28.01,2,0.824,62.7,1.05,179.45,7,0.589,0,0
Tomato,Silty,71,259,35.56,57.88,0.79,0.75,7.65,0.9,33.05,17,20.02,2.562,0.926,71.91,0.576,140.87,2,0.449,1,428.9533
Wheat,Loamy,43,264,19.17,39.86,5.74,2.93,7.83,0.66,37.39,18.35,24.98,2,0.994,83.79,0.957,117.09,5,0.396,1,521.6186
Maize,Clayey,104,303,25.55,57.92,0.29,0.17,21.1,2.3,39.18,21.97,39.18,2,0.666,89.07,0.866,117.24,3,0.413,0,0
Rice,Loamy,7,64,28.53,75.61,12.1,9.93,7.07,2.25,31.94,18.09,30.57,2,0.557,74.85,0.444,147.19,8,0.56,0,0
Rice,Clayey,92,42,26.82,74.94,1.94,1.68,8.88,1.59,40.14,23.63,35.38,2,0.864,86.62,0.385,102.44,1,0.334,0,0
Rice,Sandy,83,43,34.1,76.11,0.62,0.41,20.61,1.47,29.03,8.93,23.59,2.174,0.945,88.36,0.847,178.02,3,0.364,0,0
Tomato,Sandy,63,125,20.32,50.07,1.31,0.88,15.96,2.28,26.91,14.65,24.93,2,0.988,73.29,0.901,151.3,7,0.359,0,0
Tomato,Loamy,84,270,23.68,73.04,0.05,0.03,19.03,0.89,39.18,19.17,27.81,2.584,0.824,64.36,0.418,96.11,7,0.535,1,309.7016
Tomato,Silty,44,347,33.22,53.89,0.55,0.39,29.42,1.46,25.48,13.51,18.49,3.594,0.967,69.3,0.455,116.42,8,0.35,0,0
Wheat,Loamy,39,233,27.15,91.39,1.23,1.21,20.8,2.33,31.48,19.63,21.6,2.534,0.962,71.63,0.345,102.37,4,0.397,1,176.8871
Maize,Silty,40,132,24.25,52.32,2.43,2.09,19.77,0.93,32.49,15.19,27.76,2.039,0.98,73.64,0.421,88.61,1,0.36,0,0
Tomato,Clayey,7,2,15.68,69.2,0.42,0.2,14.5,4.28,44.79,19.36,23.99,2,0.447,79.34,0.829,144.48,1,0.393,1,970.7016
Maize,Silty,70,115,32.33,78.76,3.38,1.86,20.77,3.54,31.42,15.66,29.33,2.413,1.04,79.36,0.481,90.44,1,0.501,0,0
Wheat,Silty,25,1,37.36,88.92,5.58,5.44,5.32,2.22,28.4,14.91,22.86,2.425,0.85,76.3,0.56,119.62,7,0.446,0,0
Rice,Clayey,105,331,29.27,58.47,2.55,1.75,18.93,1.18,37.35,22.74,23.4,2.273,0.745,66.85,0.8,146.95,1,0.436,1,700.9346
Tomato,Sandy,59,65,34.7,53.43,1.06,0.89,6.72,1.37,24.18,8.16,10.2,2.041,1.019,70.9,0.673,96.12,10,0.579,1,483.0873
Maize,Clayey,13,125,26.89,57.95,0.39,0.18,10.5,1.04,44.51,21.51,38.19,2.452,0.558,72.4,1.061,168.41,5,0.578,0,0
Maize,Loamy,103,256,20.33,51.04,0.05,0.04,19.08,1.22,37.06,15.98,30.84,2.048,0.677,79.91,0.814,98.49,8,0.319,1,245.4392
Tomato,Loamy,104,322,15.33,72.51,3.95,1.77,21.7,2.4,31.27,19.51,23.35,2.705,0.63,64.24,0.419,141.06,2,0.411,1,223.4272
Rice,Loamy,86,143,30.03,90.63,2.97,2.56,14.62,1.61,35.91,17.47,22.68,2.76,0.918,67.25,0.646,172.38,4,0.468,1,513.0115
Rice,Loamy,113,328,26.34,38.19,1.94,1.31,15.47,4.48,35.21,16.18,30.34,2,0.63,68.52,0.533,89.54,6,0.462,0,0
Rice,Loamy,81,246,32.99,66.46,0.32,0.27,17.45,4.82,39.13,16.07,26.26,2,0.964,75.55,0.533,90.5,7,0.499,1,356.4272
Wheat,Sandy,112,116,30.98,88.35,0.7,0.46,23.98,3.61,21.58,14.51,14.81,3.199,0.45,82.72,0.531,92.57,5,0.329,0,0
Maize,Sandy,86,303,37.72,36.51,5.06,2.48,5.44,4.14,22.58,14.04,20.91,2.853,0.864,85.33,0.677,115.75,8,0.392,0,0
Maize,Silty,98,90,26.74,62.1,1.96,0.89,16.18,1.65,32.73,14.29,23.92,2.031,0.732,82.27,0.419,147.16,10,0.329,1,207.2277
Maize,Loamy,62,296,24.83,86.24,9.88,6.52,5.36,3.49,32.54,18.79,27.57,2.163,1.128,82.45,0.527,133.86,3,0.598,0,0
Wheat,Clayey,8,42,21.6,88.53,31.47,13.51,12.98,0.76,40.98,19.78,24.15,2,0.474,67.23,0.931,109.82,7,0.352,1,1004.5925
Maize,Loamy,113,35,25.97,63.43,4.84,3.92,18,4.82,38.91,18.6,27.31,2,0.54,86.54,1.045,141.81,7,0.47,1,538.1319
Wheat,Sandy,45,41,35.08,31.62,0.9,0.87,7,3.52,29.09,11.06,19.7,2,1.01,61.58,0.312,124.65,2,0.508,1,185.967
Rice,Loamy,18,341,15.98,36.87,0.79,0.75,17.13,1.93,31.28,19.62,31.28,2.458,0.803,76.21,0.375,115.26,1,0.597,0,0
Tomato,Sandy,88,124,37.49,68.14,0.88,0.66,28.11,3.98,26.01,12.24,15.53,3.677,0.793,62.65,1.07,118.24,2,0.506,1,697.5506
Maize,Silty,60,57,37.85,38.05,12.98,9.64,22.13,0.57,30.84,14.83,17.69,2.877,1.15,78.03,0.493,115.93,10,0.43,1,285.7908
Maize,Silty,118,294,28.75,39.71,1.23,0.91,24.56,2.19,27.55,15.68,23.07,2.925,0.54,61.42,0.581,131.18,3,0.417,1,180.4801
Rice,Silty,60,235,22.63,80.19,3.68,3.46,19.51,4.53,32.19,17.5,23.38,2,1.155,79.23,0.603,118.02,7,0.433,1,262.471
Tomato,Sandy,106,96,20.13,78.79,9.58,4.11,27.41,1.68,20.72,9.78,18.07,2.238,0.63,61.01,1.079,111.95,1,0.551,0,0
Wheat,Loamy,2,319,21.36,84.78,5.14,4.06,8.67,3.51,37.77,18.88,32.68,2,0.306,64.95,0.446,112.1,10,0.532,0,0
Tomato,Loamy,66,343,16.15,36.87,2.73,1.85,16.24,2.12,32.12,15.92,19.69,2.007,0.964,82.6,1.031,101.9,1,0.582,0,0
Rice,Clayey,91,132,25.93,42.88,0.56,0.54,19.93,2.27,38.67,18.44,27.81,3.099,0.873,69.08,0.721,100.98,9,0.496,0,0
Rice,Sandy,14,176,16.32,84.14,0.58,0.32,26.84,3.86,27.3,12.69,20.77,2.329,0.714,86.52,1.005,108.61,5,0.576,0,0
Tomato,Clayey,48,52,31.52,76.87,2.03,1.14,12.7,4.6,43.59,21.01,35.75,2.307,0.997,62.94,0.919,177.23,9,0.598,1,67.0622
Wheat,Silty,103,38,23.55,82.39,9.11,7.83,5.03,1.25,31.37,17.72,31.36,2,0.45,75.92,0.959,100.42,8,0.468,0,0
Wheat,Loamy,117,343,19.59,94.33,7.05,4.64,29.36,1.75,39.59,15.36,29.27,2.306,0.45,87.77,0.402,124.46,9,0.518,1,31.2627
Maize,Sandy,117,5,27.53,86.19,0.55,0.34,5.65,2.7,20.02,14.72,16.67,2.676,0.54,72.39,0.578,170.85,9,0.363,1,117.9458
Wheat,Clayey,56,213,37.4,63.83,1.02,0.59,8.81,3.26,40.35,22.9,35.82,2.728,0.984,69.83,0.504,81.15,5,0.593,0,0
Tomato,Clayey,12,120,30.99,50.2,2.67,1.31,15.55,2.61,44.13,21.03,33.35,2.261,0.552,88.98,0.413,140.49,10,0.414,1,193.3347
Rice,Clayey,96,326,26.31,67.03,1.95,0.96,17.41,4.12,39.41,19.17,25.12,2,0.827,72.73,0.875,167.02,9,0.516,1,662.8622
Maize,Loamy,92,209,32.87,71.51,0.38,0.2,25.86,3.96,39.06,18.24,29.07,4.133,0.798,80.97,0.926,96.76,1,0.451,1,403.6711
Maize,Loamy,55,217,31.96,51.8,1.38,1.15,16.2,2.32,31.8,17.8,22.77,2.194,1.107,87.6,0.427,161.27,2,0.316,1,185.2749
Rice,Loamy,28,24,35.51,80.11,9.28,7.05,18.69,0.68,33.28,15.74,21.97,2.858,0.984,60.32,0.992,144.61,4,0.413,1,662.9664
Wheat,Sandy,110,342,19.71,36.03,9.08,8.51,10,1.38,21.82,11.91,18.18,2.55,0.45,77.08,0.558,162.13,7,0.579,0,0
Rice,Loamy,89,205,34.75,80.66,2.46,1.8,19.23,2.69,35.64,18.95,27.45,2.781,0.891,81.4,0.639,87.09,4,0.339,1,281.4721
Wheat,Sandy,4,226,21.92,32.08,3.03,2.55,13.71,4.67,22.48,14.41,17.58,2,0.362,72.57,1.194,87.1,7,0.397,1,277.3195
Rice,Clayey,90,218,36.64,62.37,0.75,0.45,7.47,3.05,40.19,19.43,37.33,2.272,0.882,80.19,0.473,94.3,9,0.375,0,0
Tomato,Clayey,36,211,21.46,85.99,4.06,3.65,28.66,2.89,39.13,24.46,38.1,3.345,0.908,84.19,0.406,177.9,9,0.446,0,0
Wheat,Silty,50,26,36.32,35.62,0.16,0.15,7.04,3.76,29.78,17.25,20.73,2,1.05,69.47,0.542,167.94,10,0.52,1,289.7958
Tomato,Loamy,3,252,37.17,63.65,0.75,0.34,21.95,1.19,31.6,19.57,28.47,3.485,0.363,69.69,1.139,137.24,2,0.308,0,0
Maize,Clayey,1,3,18.35,40.36,0.02,0.01,27.7,1.16,39.31,24.55,32.34,2,0.32,62.63,0.408,132.84,4,0.392,1,161.6449
Rice,Loamy,17,2,37.41,88.16,1.46,1.37,9.48,2.05,38.66,18.3,23.19,3.265,0.781,88.65,0.854,105.51,2,0.455,1,693.5623
Maize,Sandy,71,92,16.97,84.1,5.7,3.2,10.93,4.98,26.73,9.48,24.35,2,1.029,60.99,1.014,101.19,8,0.409,0,0
Maize,Clayey,62,2,20.03,90.7,12.14,8.52,15.67,4.44,41.03,21.85,33.9,2,1.128,74.12,1.13,103.45,10,0.54,0,0
Maize,Loamy,48,150,25.22,86.87,3.31,3.15,12.36,3.56,33.34,17.53,22.04,2,1.048,75.99,0.73,153.01,6,0.557,0,0
Maize,Clayey,62,71,37.85,77.88,4.1,3.58,23.98,2.26,44.29,18.04,25.07,3.114,1.128,64.23,0.712,143.4,5,0.329,1,874.3411
Rice,Clayey,69,4,26.24,42.02,0.91,0.88,13.45,3,39.17,20.34,30.11,2,1.073,74.7,1.045,130.18,7,0.466,1,490.3385
Maize,Loamy,19,38,27.66,49.66,2.2,1.22,29.65,1.87,39.61,19.87,30.31,3.231,0.677,68.84,0.476,163.36,3,0.38,1,283.8093
Rice,Clayey,103,359,30.97,62.3,4,3.19,26.47,3.53,40.86,21.85,26.06,3.1,0.764,84.08,0.716,85.93,7,0.351,1,500.7236
Rice,Clayey,110,70,37.27,68.28,2.06,1.32,27.38,2.38,44.03,18.05,30.97,2.515,0.7,84.69,0.874,83.62,8,0.529,1,521.0683
Tomato,Clayey,34,201,33.02,80.84,0.28,0.15,6.59,1.04,40.62,18.17,28.62,2,0.892,72.98,0.93,162.07,5,0.584,1,596.1489
Wheat,Clayey,99,308,20.16,44.75,4.05,2.87,9.41,1.47,44.68,20.24,35.55,2,0.511,73.03,0.401,121.63,2,0.561,0,0
Wheat,Sandy,49,252,21.97,38.34,0.74,0.73,9.23,3.24,25.21,10.92,19.4,2,1.042,62.28,1.08,146.55,7,0.419,1,408.5618
Rice,Clayey,80,287,17.25,61.37,0.31,0.25,21.8,3.63,43.94,25,29.74,2,0.973,70.71,1.036,120.42,8,0.312,1,786.9896
